video_id,question_id,question_type,timestamp (s),question,correct_answer
4397,1.0,description,2.2,what are the names of the two businesses closest to rush hair?,"betfred, ranelaph's tavern"
4398,15.0,description,7.8,what are the names of the two visible businesses on the left side of the road?,walkers’ midland and starbucks
4403,3.0,description,3.8,which business is offering laptop repair services here?,devicente
4403,9.0,description,7.2,what's the contact number for yukti restaurant to make a reservation?,0151 345 5445
4404,5.0,description,3.8,which street food and bar establishment is located on my left?,neapolitan
4404,13.0,description,8.8,which store next to worldsapart has a sign that says leading the?,tpm
4406,5.0,description,3.8,which street or area appears to have potential roadwork that might delay my journey?,single file traffic
4406,7.2,description,1.6,what should i pay attention to?,"construction ahead, traffic lights"
4406,7.3,description,8.2,what should i pay attention to?,keep right
4406,9.0,description,7.2,"is there a specific traffic rule mentioned in this area, and what does it state?",single file traffic
4406,12.0,description,8.8,which business is currently looking for tenants (to let) on this street?,triple z
4406,13.0,description,8.8,what kind of services does the business lei dat & baig solicitors offer?,"legal services including property law, family law, and human rights"
4406,14.0,description,8.8,which building has a sign indicating the property is available for rent?,the building with the green sign
4409,4.0,description,3.8,what are the operating hours of the premier shop?,6am-12am
4409,6.0,description,5.5,which building has 'grand central' written on it?,the building on the left
4409,9.0,description,7.2,which store in this area seems to have completed recent saless?,ony
4410,15.0,description,7.8,which shop is advertising a makeover?,lewis's
4418,1.1,description,2.2,what is written on the back of the truck in front of me?,xtratherm
4418,1.2,description,7.6,what is written on the back of the truck in front of me?,shred-it
4418,2.0,description,2.2,"which company provides contract distribution, reliability, quality, care?",xtratherm
4418,9.0,description,7.2,what logistics service is advertised on the side of the truck in front of me?,contract distribution
4418,13.0,description,8.8,which company truck is in front of me on the left?,shred-it
4421,1.0,description,2.2,which inn is located above the cocoon sign?,international inn
4421,4.0,description,3.8,what is the contact number for parlour?,0151 709 7582
4433,6.0,description,5.5,which hotel shown  is it?,royal lion hotel
4434,5.0,description,3.8,what items are sold at the store with the arts crafts sign?,arts and crafts supplies
4439,13.2,description,2.3,which shop is along the street?,lyme rocks
4439,13.3,description,4.1,which shop is along the street?,the baby boutique
4451,2.0,description,2.2,which color is the traffic light showing for my direction?,green
4451,3.0,description,3.8,what is the license plate of the car in front of me?,va71 efx
4473,4.0,description,3.8,what is the registration number of the white car parked in front of the building?,va71 efx
4482,10.0,description,7.2,what is the car model with the number plate va71 efx?,bmw
4482,13.0,description,8.8,what is the license plate of the vehicle in front of me?,v471 efx
4484,3.0,description,3.8,which billboard celebrates a significant period for a historical figure?,celebrating glorious years
4484,9.0,description,7.2,what is the speed limit for vehicles on this road?,20 mph
4484,15.0,description,7.8,what message is being displayed on the large screen above the building?,face of the future
4485,1.1,description,2.2,which shop is for shopping?,lilywhites
4485,1.2,description,9.6,which shop is for shopping?,boots
4485,7.0,description,5.5,what bus line should i take to go to battersea bridge?,battersea bridge 19
4485,12.0,description,8.8,what is the traffic restriction indicated on the road markings here?,no entry
4487,6.0,description,5.5,what is the opening time of the 'food and wine' store if i need groceries late at night?,open 24 hrs
4487,14.1,description,8.8,what shows on the large billboard to the right?,les misérables
4487,14.2,description,0.1,what shows on the large billboard to the right?,harry potter
4487,15.0,description,7.8,which company operates the truck in front of me?,olleco
4490,6.0,description,5.5,what company provides business installation services as mentioned on the white van?,cbi
4490,12.0,description,8.8,what type of business services does cbi offer according to their van?,complete business installations
4495,6.2,description,7.1,which establishment is located next to the bus?,cinema café
4495,6.3,description,9.2,which establishment is located next to the bus?,booy worlds
4497,1.0,description,2.2,what company is responsible for the construction work?,tcs
4497,4.0,description,3.8,what is the speed limit on this road?,20
4497,6.1,description,5.5,which vehicle has the contact number for inquiries?,the red truck
4497,6.2,description,9.1,which vehicle has the contact number for inquiries?,red and chocolate brown truck
4497,11.0,description,7.2,which delivery company does the large vehicle in front of me belong to?,worktop express
4497,14.0,description,8.8,what is the logo on the rear of the black car in front of me?,al
4506,11.1,description,7.2,what's the speed limit on this street?,the speed limit is 20
4506,11.2,description,1.9,what's the speed limit on this street?,not found
4507,7.0,description,5.5,what do i see on the banners hanging across the street?,union jack flags
4508,3.0,description,3.8,what advertisement is being displayed on the large screen ahead of me?,an advertisement for lg
4508,12.0,description,2.2,are there any specific national symbols or decorations?,"yes, union jack flags"
4509,6.1,description,3.8,which type of waste solutions does o'hara edible oils company seem to offer?,waste solutions
4509,6.2,description,0.2,which type of waste solutions does o'hara edible oils company seem to offer?,i can't find it
4509,10.0,description,7.2,what kind of store or establishment is coco and do they offer any visible services or products outside?,a café that likely serves food and drinks
4509,13.0,description,8.8,what kind of traffic control measures are mentioned?,traffic enforcement cameras
4509,14.0,description,8.8,which company is likely involved in recycling or waste management here?,o'hara waste oils
4512,1.0,description,2.2,which vehicle has a left hand drive sign?,the truck on the left
4512,7.0,description,5.5,what company or organization is responsible for the street cleaning truck on the left?,city of westminster clean streets
4512,8.0,description,5.5,what is the double-decker bus number ahead of me?,14
4512,9.0,description,7.2,what is the license plate of the taxi directly in front of me?,lm13 yvx
4517,15.0,description,7.8,what are some of the flags hanging?,union jack flags
4518,2.0,description,2.2,which show is currently being performed at the lyric theatre for a musical?,get up stand up
4519,5.0,description,3.8,what is the title of the play being advertised at the palace theatre?,harry potter and the cursed child
4523,6.0,description,5.5,what advertisement is displayed on the side of the bus?,wizz away to sunny destinations
4523,15.0,description,7.8,is there construction ahead?,"no, it's a regular traffic situation without any construction signs"
4525,11.0,description,7.2,what type of service does addison lee offer according to the text on the car?,app web phone
4525,15.0,description,7.8,what is the license plate of the black van from the transportation company?,pk19 utv
4527,6.0,description,5.5,which company is responsible for the construction project?,multiplex
4527,8.0,description,5.5,which company seems to be responsible for the bus services?,london united ratp group
