video_id,question_id,timestamp (s),question_type,question,correct_answer
3e0b211e-5152-4928-bfa4-66c13181892f,10,117.3,gameplay,what do i need to do to win the second rule game?,accumulate the most cards by answering quickly
410a6007-f759-4f9a-8196-0dad61934929,10,111.8,gameplay,what is the brand or name on the shirt worn by the person across from me?,nasa
413f67ec-35c1-429a-8d8b-09ff7ad69541,10,111.2,gameplay,which card should i play to follow up on the green reverse card?,play a green card or another reverse card
42629ce2-6a50-4efa-b839-4e32532456cd,10,111.2,gameplay,what card do i need to play to get rid of my last red card?,the red 9 card
49e1e104-12db-44c5-88b2-d9307e92279c,10,111.2,gameplay,what are the actions i need to take when i have only one card left?,say uno
5e1a2f50-665c-4f44-ace2-4b59d393367a,10,124.5,gameplay,what did the screen display above my lane right before i bowled?,sport
6abbaf21-1ae3-4b31-93ef-e94305a2a709,10,111.2,gameplay,when do we start playing the card game?,06:39:52
768446a7-d392-416a-ba1c-86d301f7ca5c,10,104.3,gameplay,what word can i form by using the letter 'q' that is currently on the board?,quiz
7e631664-cb72-419e-a1c4-381e98a45a60,10,111.2,gameplay,which card should i play next?,green 5
93abda95-532c-4a12-b31b-d20bf668e335,10,114.5,gameplay,which zone on the board is labeled 'safe zone'?,yellow
a8abb768-0251-4b12-8f5e-a632460c0fb1,10,109.7,gameplay,what is the game we are playing?,checkers
c92084da-5e14-4aaa-9c50-d4595d3672fb,10,102.0,gameplay,what brand is featured on the grey hat next to the alphabet soup box?,adidas
d3d7a2c6-a466-43eb-ae53-374777374927,10,111.2,gameplay,what cards do i have that can match the yellow seven card just played?,the yellow eight card
d699d1b7-d990-4966-a155-22030d04eddd,10,111.8,gameplay,what was the fourth card dealt in the game?,fruity pebbles
dc5f3958-2600-4354-a445-e270e3b12a51,10,115.2,gameplay,what is the game we are about to play?,wingspan
e3716438-fc07-407a-8429-fe7c757f36b5,10,118.5,gameplay,where is the cintas sign ?,on the wall at the back
e3d158ec-b7f9-4449-8a10-f63e279120d9,10,113.0,gameplay,which instruction do i need to follow after pulling a block from the jenga tower?,pull
10f66336-6996-4c2e-a586-2fbb9b8ce8e1,11,104.5,gameplay,where are the rules for the game on the jenga box?,on the side of the box where the instructions are printed
115404d7-b34b-4319-a521-5a80b4ff886b,11,105.8,gameplay,which brand of light is hanging over the pool table?,coors light
3f881d06-273d-4595-a69b-001a7dae2164,11,114.8,gameplay,"i get thirsty,where is the bottle of hint water?",on the coffee table next to the vase
413f67ec-35c1-429a-8d8b-09ff7ad69541,11,111.2,gameplay,what is the number on the last played green card?,2
42629ce2-6a50-4efa-b839-4e32532456cd,11,111.2,gameplay,where is the draw four card?,there is no draw four card in my hand
4b02b09f-b90a-4647-a826-0efccccf3aca,11,110.7,gameplay,which letters are still available in the tray that haven't been played on the board yet?,"q, k, y"
51bfe83e-0f25-4187-9500-5be749ab0bfb,11,115.5,gameplay,which brand is displayed on the cap?,adoas
57c9f3a3-b00c-4921-aaaf-bcdf7b6a0573,11,143.7,gameplay,where should i place the colored pieces in the jenga box?,inside the jenga box
5cdea21a-43b7-4d6d-8d5e-575bd81d07a7,11,113.3,gameplay,where are the instructions for playing jenga?,inside the jenga box
5db8ead8-2530-4f60-8ac2-4bf2b4cabd8e,11,111.7,gameplay,where are the safety zones located on the game board?,near the home spaces in each color zone
5dd40095-2978-4845-93c7-2abd2d97a4ec,11,111.2,gameplay,which cards on the board indicate that they are part of a completed sequence?,cards marked with a consecutive row of five same-colored chips
5e1a2f50-665c-4f44-ace2-4b59d393367a,11,124.5,gameplay,where can i find information on how i scored in the last round?,the screen above the lane
68f8a3a7-82cd-45ae-a161-833e25201517,11,101.8,gameplay,"which type of glue is indicated on the yellow bottle, and does the instruction manual recommend using it for the wooden pieces?","wood glue,yes"
6c3c8013-9e4d-46a8-9d1b-1fa1c489a501,11,112.7,gameplay,"which types of playing cards are on the table, and how are they arranged?",face cards and number cards in a mixed arrangement
7e631664-cb72-419e-a1c4-381e98a45a60,11,111.2,gameplay,what is the number on the green card that i am holding?,5
80e5c962-37d4-4394-825c-e4c81b539e78,11,111.2,gameplay,where are the instructions for the hoot owl hoot game?,on the colorful circles game box
88bee3d8-1eac-449a-a638-0f3360ceb092,11,111.8,gameplay,what brand is featured on the hat placed on the table next to the stinger air box?,adoas
8a661321-133c-4efd-ae03-d7d002053d05,11,143.0,gameplay,where did we leave the main game pieces for sorry! ?,in the open container on the table
902f71e0-ca70-459e-90ed-5e82ed6798be,11,113.5,gameplay,where are some snacks?,pringles can
a017142a-8b5c-4b1f-ad5b-a20ec080d673,11,112.2,gameplay,where do i need to place my token to start the game?,start
b0fd69e6-223c-4030-ab07-1bd1549bdf30,11,114.7,gameplay,where is the card with the seven of clubs located?,in the middle of the hand of cards shown
cc04ee00-ae07-49ed-9614-0cf62685c9ef,11,120.0,gameplay,where can i find the instructions for the special edition game ?,on the white instruction sheet on the table
dc57e99a-b31e-424a-9be7-fd03cbe4a6d9,11,110.7,gameplay,which specific parts do i need to use?,the long white tubes and black connectors
dd8dff31-b43a-4331-b69b-0db43b0e8773,11,111.7,gameplay,which number is on the hex tile ?,eight
167502d6-961b-4d31-bf40-cc8febecc1da,12,139.3,gameplay,where can i find the red playing pieces for connect 4?,on the table
33a6cc3e-8f1f-4cc3-a82c-9b785aef077e,12,140.0,gameplay,what letters are available in the tile rack?,"r,i,l,b,m"
34f1d4e9-56c1-4c19-84bb-8c44fa9b2e58,12,143.5,gameplay,which card should i draw next？,from the sorry! deck
3e0b211e-5152-4928-bfa4-66c13181892f,12,133.8,gameplay,which item do i need to interact with to initiate a new round of the second rule game?,the yellow timer on the game box
410a6007-f759-4f9a-8196-0dad61934929,12,140.5,gameplay,what is the color and number of cups on the table?,"three cups, one red， one pink and one green"
5e1a2f50-665c-4f44-ace2-4b59d393367a,12,123.5,gameplay,"which screen displayed bubble gum, and what was happening?","the screen above the lane, someone is bowling"
705c80fb-19bf-4a6b-bea2-2656b0c503c3,12,140.2,gameplay,which colored money cards have denominations of 10?,yellow
7c08a850-b438-49fb-b907-55751f6d79e2,12,140.2,gameplay,what logo or name is on the t-shirt ?,college of wooster dad
7d3c981a-6e18-4474-ac1e-956817fc1d0e,12,127.2,gameplay,which player's cards add up to a higher total ?,the opponent’s cards
a8abb768-0251-4b12-8f5e-a632460c0fb1,12,139.5,gameplay,which box does the game board and pieces likely come from?,the classic box visible on the table
e43e9b53-a1be-4218-94b6-4839577a7725,12,132.3,gameplay,where is the uno box?,on the left side of the table
1fdf634f-edbb-4985-a350-93161b783135,13,137.2,gameplay,what board game are at the table?,sorry
276e6832-5665-49e7-9cf8-c466b6d0ba5d,13,141.5,gameplay,what snacks can i choose ?,new york cheddar
49e1e104-12db-44c5-88b2-d9307e92279c,13,140.2,gameplay,what is the card game?,uno
4b2618eb-cda9-46a7-83e1-4997531f6371,13,138.5,gameplay,"what other games can i join in, besides connect four?",jenga
4cff84ac-1ef1-4cb7-ba6d-58288ae47b47,13,141.3,gameplay,"my opponent plays a red uno card, what should i do?",play a red card or a card with the same number
5cdea21a-43b7-4d6d-8d5e-575bd81d07a7,13,132.5,gameplay,which item on the table has the label jenga?,the game box
705c80fb-19bf-4a6b-bea2-2656b0c503c3,13,140.2,gameplay,what is the game?,taxi!!
73c2710b-8165-469c-bcc9-4ed79eec687a,13,148.5,gameplay,where can i find the strategeo game?,near the grey hat on the desk
856e0121-d1a7-4cdc-874a-eb6547cab042,13,143.2,gameplay,what are the starting positions for each color player?,each player starts by placing their pieces in the start area of their respective color section
915d499b-84cf-4c1e-bbe7-a05241e93fb3,13,140.2,gameplay,what is the game?,catan
b81dfe21-7041-4631-9ad5-c64f6d5a76c0,13,140.2,gameplay,what card did i draw from the pile?,i drew a card with an uno logo
bb84e749-103d-44a6-9afb-d0e48e906b69,13,140.2,gameplay,what game are we about to play?,uno
d1095dbf-c235-4975-94a8-e125573bdb7d,13,142.2,gameplay,what does the cover of the game box look like?,it contains images of the characters and the word clue
d699d1b7-d990-4966-a155-22030d04eddd,13,139.8,gameplay,what brand is on the shirt the man opposite is wearing?,lrg
e3716438-fc07-407a-8429-fe7c757f36b5,13,139.8,gameplay,"what language is written on the shirt of the person i'm playing with, and what does it translate to in english?","japanese, translating to dragon ball z"
e43e9b53-a1be-4218-94b6-4839577a7725,13,132.3,gameplay,which card game are we playing in addition to uno?,the game is pac-man cards
167502d6-961b-4d31-bf40-cc8febecc1da,14,139.3,gameplay,where can i find the yellow tokens for the connect 4 game?,on the table near the game box
276e6832-5665-49e7-9cf8-c466b6d0ba5d,14,141.5,gameplay,where do i find the beverages we have available?,on the table
2a6680cf-05f4-47e8-9eed-bd46351bcb86,14,140.3,gameplay,which card should i play next to make a pair with the three of diamonds?,2
34f1d4e9-56c1-4c19-84bb-8c44fa9b2e58,14,143.5,gameplay,how do i determine which player goes first?,judging by age. the youngest or oldest player will play first
413f67ec-35c1-429a-8d8b-09ff7ad69541,14,140.2,gameplay,which color should i change to after i play a wild card?,the color that benefits my hand the most
4b2618eb-cda9-46a7-83e1-4997531f6371,14,138.5,gameplay,which word can help me find the stacking game pieces on the table?,jenga
5db8ead8-2530-4f60-8ac2-4bf2b4cabd8e,14,143.7,gameplay,how do i use the home spot?,move your game piece into home by exact count at the end of the safety zone
5dd40095-2978-4845-93c7-2abd2d97a4ec,14,140.2,gameplay,how many red chips are placed on the game board?,5
803d042f-1825-4e84-a8fa-a81f42149cf4,14,137.5,gameplay,which card has the number 12 on it?,my card
9247ab03-c532-4f3c-af9b-2e6801d582e7,14,140.2,gameplay,which spaces can i place my next red token ?,on a space adjacent to a blue chip sequence
93abda95-532c-4a12-b31b-d20bf668e335,14,139.7,gameplay,"which magazine article seems the most interesting, and why do i find it appealing?",the pop magazine article about current events because it updates you on the latest trends
b1345ec8-f29a-417b-b40a-fb362942584d,14,142.2,gameplay,which player is wearing the fedex shirt?,the man sitting at the table
34f1d4e9-56c1-4c19-84bb-8c44fa9b2e58,15,143.5,gameplay,which space allows me to send an opponent’s piece back to their start position?,the sorry space
455417d7-6200-4c2e-916f-b779cefec7bf,15,140.2,gameplay,which player seems to be holding more cards in their hand ?,the player across from me
5db8ead8-2530-4f60-8ac2-4bf2b4cabd8e,15,143.7,gameplay,which card allows me to move forward more than one space?,cards with more than 1 point
6abbaf21-1ae3-4b31-93ef-e94305a2a709,15,140.2,gameplay,where should i place the discard card ?,next to the draw pile
7ffe7952-a631-4e5b-8057-97c12f2b31ed,15,131.3,gameplay,where is the nearest bottle that is labeled 6-1?,"on the shelf, in the middle"
803d042f-1825-4e84-a8fa-a81f42149cf4,15,137.5,gameplay,which symbols appear on both the 12 card and the card with the knot symbol?,the n symbol
87861220-b7d5-4c45-b1db-6ec199dba753,15,140.2,gameplay,which items on the table are connected to brown ?,the person’s sweatshirt
915d499b-84cf-4c1e-bbe7-a05241e93fb3,15,140.2,gameplay,what are the settlement and road pieces' colors ?,"blue, red"
00b9a0de-c59e-49cb-a127-6081e2fb8c8e,1,24.5,hands-on,which brand of the art material is it?,favini art
00faf954-74f7-4aa3-8b29-4a5dff4f9518,1,21.0,hands-on,where should i place the new bricks ?,group the new bricks with the others labeled suv.
02925d7a-a5db-4127-8c31-b232e78b684d,1,19.7,hands-on,what is brand of the drill?,avt
0725f410-3cf9-4f24-98ac-6610d1038ab1,1,22.7,hands-on,what is the brand of the yellow lawnmower?,cub cadet
0840fa70-c492-4c72-9bb1-8c81ee3da04d,1,23.3,hands-on,what is the significance of “ia: 1000 bp”?,it indicates a measurement of 1000 base pairs
0a778b5d-ff78-4f6d-8b52-24813b499ae3,1,14.8,hands-on,what are the slogans or phrases on the posters?,we can do it!
12f30f46-e3b7-4c91-b857-fb696bf855cb,1,22.3,hands-on,what is the cutting mat?,sandy
1309e766-14cb-4d32-8724-5d294e7d4fd6,1,21.2,hands-on,where are the ambule cement sacks ?,"near the drilling machine, on the floor, to the left side"
1459809c-033a-4657-86a1-d106b6718d5f,1,21.5,hands-on,what brand of sewing machine?,janome
159b8635-67d7-4999-99db-442a0b58b1c1,1,18.7,hands-on,what is the purpose of the item labeled ozee?,to cover and protect the floor
1f7c972a-9902-483e-8d46-ff736c833827,1,21.5,hands-on,what is the brand of paint?,ppg paints
225f9b78-1c79-4cfe-b5a6-6d826071b27c,1,21.2,hands-on,what are the colors of the letters in the second row of the page on the right?,green and yellow
22a77a99-22fc-4fb1-98dd-802a8d16d031,1,21.2,hands-on,what is the type of soil?,ocean forest potting soil
23776d40-7174-47b8-b92e-02b880d709b8,1,9.8,hands-on,how to make blocks with the imprinted text suv?,press the clay mixture into a wooden mold with the text suv
23d56272-b51a-49cf-88be-af619b8baec7,1,28.0,hands-on,what kind of gloves are they?,nitrile gloves
26075b58-745d-4881-a1d5-80cfdbe39cac,1,19.5,hands-on,where should i adjust the settings to change from vacuum to pressure on the andreani machine?,on the machine's interface where pressure is labeled
2a8acaa8-21b1-42ed-b56c-d82d8f82a4d7,1,14.2,hands-on,what does the vacuum button on the andreani machine do ?,it creates a vacuum to remove air from the suspension parts
2aa59fb1-a4a8-4d75-a2f6-88f8a06c0dea,1,18.7,hands-on,what phrase is written at the top of the poster?,we can do it!
2e3c16af-7555-456d-aa47-cdac8f7b8d61,1,8.3,hands-on,what is written on the white box?,caution
2f0c4752-02e4-4cb7-9035-7fd8455e96ee,1,21.7,hands-on,what brand of tools are used to make wood blocks?,dewalt
32f700d8-5175-4098-8270-bc6ed5d76e2e,1,35.3,hands-on,what is the product on the shelf?,twist
33c996d6-4fc7-4013-a65c-4ef8756cea49,1,11.5,hands-on,what should i focus on when gluing the parts together?,ensuring the parts labeled seam and pool are correctly aligned
3504706b-beae-4a0b-9e82-f57a438fb46f,1,22.7,hands-on,what brand is the equipment?,oregon
3541bfa1-3dc5-467e-8055-1fa353072221,1,9.8,hands-on,what is the brand of the paint sprayer ?,homeright
37599a93-25a4-4b7e-8c0c-ec41de521644,1,2.7,hands-on,what brand of concrete mix am i using?,mortar mix
37628d50-72bf-490c-865c-f841e4ff4abc,1,21.5,hands-on,what do the bricks with the suv text signify ?,the suv text signifies the specific batch of bricks
379f8305-54f1-4761-a6d9-0ba2d76225fc,1,21.5,hands-on,what items are stored in the drawers labeled sosmetal products inc. ?,small metal parts and screws
37f89f61-feec-490b-b160-48020ed76a8c,1,59.5,hands-on,which magazine is featured on the table and includes articles from l'oreal?,veranda
38cdaf04-ef8e-4b5e-9179-dd503ebb049f,1,31.0,hands-on,what type of engine is this car equipped with?,dohc 16v
3900b9da-ada5-4f0a-963a-6babe3c48d7e,1,19.2,hands-on,how to make all the suvs out of order?,align all the bricks such that the suv is upright and readable from the same direction
3a12e786-b524-4169-8a9f-ffd82fb1b3d2,1,21.2,hands-on,what does it say on the plate case？,words are different when they have you
3b7a230e-fed6-46d2-94bd-9fb864c0857b,1,10.0,hands-on,what is written on the bricks ?,gvk
3c5810c9-5ea4-4cc7-8eaa-b501d9f29f47,1,24.2,hands-on,what brand and model is the graphics card?,geforce rtx 2080 ti
3cd48daf-495b-4770-a76f-f771dcc1792e,1,19.8,hands-on,what brand of cement is being used ?,ambuja cement
3edffb3a-a23b-42eb-b621-8a71a558570f,1,12.7,hands-on,what is the measurement range of the measuring tape ?,25 feet
427faacc-ec73-47aa-a063-aeccae0d92d1,1,14.5,hands-on,where are the bag labeled semola rimacinata?,in the stack of bags with orange and white stripes
42ddea7a-acb2-4d2b-8dfa-30ab648bbb3b,1,12.3,hands-on,where did i place the box labeled boots ?,near the wall by the black vertical object
